language,languageLabel,pop
http://www.wikidata.org/entity/Q3307195,Coastal Kadazan language,200000
http://www.wikidata.org/entity/Q3914920,Yala,200000
http://www.wikidata.org/entity/Q7675751,Tai Dón,200000
http://www.wikidata.org/entity/Q33531,Kodava,200000
http://www.wikidata.org/entity/Q34024,Picard,200000
http://www.wikidata.org/entity/Q667747,Fipa,195000
http://www.wikidata.org/entity/Q6821677,Mesqan,195000
http://www.wikidata.org/entity/Q36109,Maithili,195000
http://www.wikidata.org/entity/Q5111,Abkhaz,190110
http://www.wikidata.org/entity/Q35490,Garifuna,190000
http://www.wikidata.org/entity/Q34094,Tongan,186010
http://www.wikidata.org/entity/Q1516803,Miskito,180000
http://www.wikidata.org/entity/Q5317225,Kadazandusun,180000
http://www.wikidata.org/entity/Q6480777,Lamaholot,180000
http://www.wikidata.org/entity/Q7987774,Western Dani,180000
http://www.wikidata.org/entity/Q35179,Ch’ol language,180000
http://www.wikidata.org/entity/Q33590,Lotha language,179467
http://www.wikidata.org/entity/Q3440432,Ron,176000
http://www.wikidata.org/entity/Q15407179,Tharaka,176000
http://www.wikidata.org/entity/Q32952,Chakma,176000
http://www.wikidata.org/entity/Q33960,Sika,175000
http://www.wikidata.org/entity/Q36803,Purépecha language,175000
http://www.wikidata.org/entity/Q36840,Tshangla,175000
http://www.wikidata.org/entity/Q33081,Dzongkha,171000
http://www.wikidata.org/entity/Q13310,Navajo,169369
http://www.wikidata.org/entity/Q34011,Samoan,169000
http://www.wikidata.org/entity/Q1843468,Caribbean Hindustani,165000
http://www.wikidata.org/entity/Q56652,Alaba-K’abeena,162000
http://www.wikidata.org/entity/Q36451,Māori,160000
http://www.wikidata.org/entity/Q6430753,Koore language,159200
http://www.wikidata.org/entity/Q6522666,Lenje,156000
http://www.wikidata.org/entity/Q34124,Tigrinya,152000
http://www.wikidata.org/entity/Q33111,Corsican,151000
http://www.wikidata.org/entity/Q2328761,Ma'anyan,150000
http://www.wikidata.org/entity/Q3438770,Karekare,150000
http://www.wikidata.org/entity/Q12952596,Western Kayah,150000
http://www.wikidata.org/entity/Q32952,Chakma,150000
http://www.wikidata.org/entity/Q33457,Gagauz,150000
http://www.wikidata.org/entity/Q35573,Huastec,150000
http://www.wikidata.org/entity/Q36612,Sherpa,150000
http://www.wikidata.org/entity/Q22711,Pennsylvania German,148000
http://www.wikidata.org/entity/Q7042633,Nkoya,146000
http://www.wikidata.org/entity/Q9142,Irish,141000
http://www.wikidata.org/entity/Q3513320,Pamona,137000
http://www.wikidata.org/entity/Q36196,Ladino,137000
http://www.wikidata.org/entity/Q27602,Maria,134000
http://www.wikidata.org/entity/Q7193332,Ngulu,132000
http://www.wikidata.org/entity/Q529921,Tangale,130000
http://www.wikidata.org/entity/Q7208577,Poke,130000
http://www.wikidata.org/entity/Q35833,Ladakhi,130000
http://www.wikidata.org/entity/Q33989,Sranan tongo,126000
http://www.wikidata.org/entity/Q3250286,Hakha-Chin language,125000
http://www.wikidata.org/entity/Q2067656,Ende,124000
http://www.wikidata.org/entity/Q34159,Tok Pisin,122000
http://www.wikidata.org/entity/Q3545044,Khün,120000
http://www.wikidata.org/entity/Q13210,Russian Sign Language,120000
http://www.wikidata.org/entity/Q6740513,Makwe,119700
http://www.wikidata.org/entity/Q27776,Adyghe,117500
http://www.wikidata.org/entity/Q37059,Bishnupriya Manipuri,117500
http://www.wikidata.org/entity/Q35296,Ekoi language,116700
http://www.wikidata.org/entity/Q30898,Gilbertese,116280
http://www.wikidata.org/entity/Q33856,Papiamento,115000
http://www.wikidata.org/entity/Q29316,Aromanian,112960
http://www.wikidata.org/entity/Q1363055,Belizean Creole,110000
http://www.wikidata.org/entity/Q2067656,Ende,110000
http://www.wikidata.org/entity/Q2319877,Hawu,110000
http://www.wikidata.org/entity/Q3571364,Yakoma,110000
http://www.wikidata.org/entity/Q29507,Asturian,110000
http://www.wikidata.org/entity/Q56495,Judeo-Tat,106000
http://www.wikidata.org/entity/Q2697010,Li'o,105000
http://www.wikidata.org/entity/Q17522635,Southern Ngbandi,105000
http://www.wikidata.org/entity/Q4418344,Siberian Tatar,101000
http://www.wikidata.org/entity/Q3042206,Mwani,100000
http://www.wikidata.org/entity/Q6393846,Kerewe,100000
http://www.wikidata.org/entity/Q7675773,Tai Laing,100000
http://www.wikidata.org/entity/Q11130292,Ntomba,100000
http://www.wikidata.org/entity/Q29507,Asturian,100000
http://www.wikidata.org/entity/Q33850,Norman,100000
http://www.wikidata.org/entity/Q14549,Scots,99200
http://www.wikidata.org/entity/Q779632,Kwere,98000
http://www.wikidata.org/entity/Q4684505,Adonara,98000
http://www.wikidata.org/entity/Q29952,Erzya,96860
http://www.wikidata.org/entity/Q32430,Daur,96085
http://www.wikidata.org/entity/Q2872082,Aushi,95200
http://www.wikidata.org/entity/Q795327,Maale language,94700
http://www.wikidata.org/entity/Q35528,Ixil,92000
http://www.wikidata.org/entity/Q12953610,Kanjari,91000
http://www.wikidata.org/entity/Q56795,Omi,91000
http://www.wikidata.org/entity/Q14549,Scots,90000
http://www.wikidata.org/entity/Q33743,Muher language,90000
http://www.wikidata.org/entity/Q33779,Saramaccan,90000
http://www.wikidata.org/entity/Q33871,Nogai,90000
http://www.wikidata.org/entity/Q34214,Monguor,90000
http://www.wikidata.org/entity/Q2067656,Ende,87000
http://www.wikidata.org/entity/Q3092284,Mulam,86000
http://www.wikidata.org/entity/Q36705,Shelta,86000
http://www.wikidata.org/entity/Q35737,Judaeo-Georgian,85000
http://www.wikidata.org/entity/Q4175893,Mara,84000
http://www.wikidata.org/entity/Q56348,Yimchungrü language,83259
http://www.wikidata.org/entity/Q715766,Atayal,80000
http://www.wikidata.org/entity/Q3914924,Ngizim,80000
http://www.wikidata.org/entity/Q35284,Cia-Cia,80000
http://www.wikidata.org/entity/Q36179,Nara,80000
http://www.wikidata.org/entity/Q56594,Zaiwa,80000
http://www.wikidata.org/entity/Q11732610,Sagara language,79000
http://www.wikidata.org/entity/Q9051,Luxembourgish,79000
http://www.wikidata.org/entity/Q3440381,Warji,77700
http://www.wikidata.org/entity/Q17523697,Bankal,75000
http://www.wikidata.org/entity/Q35990,Lepcha,75000
http://www.wikidata.org/entity/Q34015,Seychellois Creole,73000
http://www.wikidata.org/entity/Q3914436,Dadiya,70000
http://www.wikidata.org/entity/Q17523694,Gwak,70000
http://www.wikidata.org/entity/Q35285,Sikkimese,70000
http://www.wikidata.org/entity/Q36011,Mbo,70000
http://www.wikidata.org/entity/Q36807,Tarahumara language,70000
http://www.wikidata.org/entity/Q56491,Blin,70000
http://www.wikidata.org/entity/Q36536,Forro language,69899
http://www.wikidata.org/entity/Q25258,Faroese,69150
http://www.wikidata.org/entity/Q34128,Tahitian,68000
http://www.wikidata.org/entity/Q35990,Lepcha,66500
http://www.wikidata.org/entity/Q7194057,Duguri,65000
http://www.wikidata.org/entity/Q33262,Chamorro,64300
http://www.wikidata.org/entity/Q56318,Permyak language,63100
http://www.wikidata.org/entity/Q37011,Zo,61000
http://www.wikidata.org/entity/Q9314,Scottish Gaelic,60130
http://www.wikidata.org/entity/Q1516651,Ngadha,60000
http://www.wikidata.org/entity/Q3438705,Ngamo,60000
http://www.wikidata.org/entity/Q3914415,Waja,60000
http://www.wikidata.org/entity/Q34053,Shughni,60000
http://www.wikidata.org/entity/Q34930,Bafia,60000
http://www.wikidata.org/entity/Q9314,Scottish Gaelic,57000
http://www.wikidata.org/entity/Q25355,Greenlandic,56200
http://www.wikidata.org/entity/Q1991779,Southern Altai,55720
http://www.wikidata.org/entity/Q1526530,Aguaruna,55300
http://www.wikidata.org/entity/Q33875,Ojibwe,55000
http://www.wikidata.org/entity/Q7557754,Soli,54400
http://www.wikidata.org/entity/Q11732345,Konongo,51000
http://www.wikidata.org/entity/Q34781,Abidji,51000
http://www.wikidata.org/entity/Q56596,Judeo-Yemeni Arabic,50300
http://www.wikidata.org/entity/Q2295569,Nage,50000
http://www.wikidata.org/entity/Q11059,Sanskrit,49736
http://www.wikidata.org/entity/Q27567,Abaza,48000
http://www.wikidata.org/entity/Q35575,Huichol,47625
http://www.wikidata.org/entity/Q34203,Yaeyama,47600
http://www.wikidata.org/entity/Q1089151,Sri Lankan Creole Malay,46000
http://www.wikidata.org/entity/Q6448634,Kutu,45000
http://www.wikidata.org/entity/Q13257,Urum,45000
http://www.wikidata.org/entity/Q34903,Bagirmi,44800
http://www.wikidata.org/entity/Q35243,Braj Bhasha,44000
http://www.wikidata.org/entity/Q36280,Marshallese,43900
http://www.wikidata.org/entity/Q29292,Argobba,43700
http://www.wikidata.org/entity/Q35233,Chuj,43370
http://www.wikidata.org/entity/Q33575,Khakas,42604
http://www.wikidata.org/entity/Q36388,Nubi,42000
http://www.wikidata.org/entity/Q33050,Dungan,41400
http://www.wikidata.org/entity/Q56477,Limbu,40835
http://www.wikidata.org/entity/Q788423,Amba language,40100
http://www.wikidata.org/entity/Q13199,Romansh,40039
http://www.wikidata.org/entity/Q3113756,Toba Qom language,40000
http://www.wikidata.org/entity/Q3195346,Ke'o,40000
http://www.wikidata.org/entity/Q6047309,Central Nahuatl,40000
http://www.wikidata.org/entity/Q11001650,Mbat language,40000
http://www.wikidata.org/entity/Q33385,Hutterite German,40000
http://www.wikidata.org/entity/Q33677,Páez,40000
http://www.wikidata.org/entity/Q33733,Gorani language,40000
http://www.wikidata.org/entity/Q33516,Motu,39000
http://www.wikidata.org/entity/Q36560,Kukuya language,38800
http://www.wikidata.org/entity/Q3441293,Dass,37582
http://www.wikidata.org/entity/Q7116251,Oyda,37000
http://www.wikidata.org/entity/Q35156,Car language,37000
http://www.wikidata.org/entity/Q5091700,Chepang,36807
http://www.wikidata.org/entity/Q29952,Erzya,36700
http://www.wikidata.org/entity/Q24265483,Seram,36500
http://www.wikidata.org/entity/Q29921,Inuktitut,36220
http://www.wikidata.org/entity/Q5996114,Ikoma language,36000
http://www.wikidata.org/entity/Q33557,Karelian,35600
http://www.wikidata.org/entity/Q36632,Nen language,35000
http://www.wikidata.org/entity/Q3200624,Nepali Kurux,33700
http://www.wikidata.org/entity/Q2928650,Buru,32980
http://www.wikidata.org/entity/Q33979,Newar,32600
http://www.wikidata.org/entity/Q35164,Dendi language,32050
http://www.wikidata.org/entity/Q6740513,Makwe,32000
http://www.wikidata.org/entity/Q36428,Kpwe,32000
http://www.wikidata.org/entity/Q7821200,Tongwe,31600
http://www.wikidata.org/entity/Q36374,Nzakambay,31500
http://www.wikidata.org/entity/Q33362,Juang,30875
http://www.wikidata.org/entity/Q1776032,Hill Mari,30000
http://www.wikidata.org/entity/Q3092293,Maonan,30000
http://www.wikidata.org/entity/Q3503454,Nagamese Creole,30000
http://www.wikidata.org/entity/Q3914907,Tula,30000
http://www.wikidata.org/entity/Q6899857,Moni,30000
http://www.wikidata.org/entity/Q13223,Xibe,30000
http://www.wikidata.org/entity/Q34208,Wakhi,30000
http://www.wikidata.org/entity/Q35177,Ch’orti’,30000
http://www.wikidata.org/entity/Q36202,Ladin,30000
http://www.wikidata.org/entity/Q43328,Miya,30000
http://www.wikidata.org/entity/Q56594,Zaiwa,30000
http://www.wikidata.org/entity/Q6450184,Kwangwa,29300
http://www.wikidata.org/entity/Q3319155,Mwali Comorian,28700
http://www.wikidata.org/entity/Q6298648,Jru' language,28000
http://www.wikidata.org/entity/Q37300,Gallo,28000
http://www.wikidata.org/entity/Q30004,Evenki,27500
http://www.wikidata.org/entity/Q33569,Hawaiian,27200
http://www.wikidata.org/entity/Q3399642,Agarabi,27000
http://www.wikidata.org/entity/Q8836490,Bende,27000
http://www.wikidata.org/entity/Q11059,Sanskrit,26490
http://www.wikidata.org/entity/Q33569,Hawaiian,26205
http://www.wikidata.org/entity/Q3437230,Asháninka,26000
http://www.wikidata.org/entity/Q11732616,Sanaga,26000
http://www.wikidata.org/entity/Q13268,Sioux,26000
http://www.wikidata.org/entity/Q56733,Lele language,26000
http://www.wikidata.org/entity/Q56800,Zulgo-Gemzek,26000
http://www.wikidata.org/entity/Q33626,Harari,25810
http://www.wikidata.org/entity/Q33947,Northern Sami,25700
http://www.wikidata.org/entity/Q65455884,Marwari (India),25400
http://www.wikidata.org/entity/Q1990659,Kajtak language,25000
http://www.wikidata.org/entity/Q2411063,Pero,25000
http://www.wikidata.org/entity/Q3332062,Alorese,25000
http://www.wikidata.org/entity/Q3438350,Dijim-Bwilim,25000
http://www.wikidata.org/entity/Q12473441,Balinese Malay,25000
http://www.wikidata.org/entity/Q36699,Pijin,25000
http://www.wikidata.org/entity/Q3447440,Bwile,24800
http://www.wikidata.org/entity/Q2605045,Kamkata-viri language,24200
http://www.wikidata.org/entity/Q5288055,Doe,24000
http://www.wikidata.org/entity/Q8053347,Yeyi,24000
http://www.wikidata.org/entity/Q36452,Nenets,24000
http://www.wikidata.org/entity/Q34914,Bofi,23500
http://www.wikidata.org/entity/Q1776032,Hill Mari,23062
http://www.wikidata.org/entity/Q3450578,Bolango,23000
http://www.wikidata.org/entity/Q11732489,Mushungulu,23000
http://www.wikidata.org/entity/Q56272,Bana,23000
http://www.wikidata.org/entity/Q152965,Silesian German,22900
http://www.wikidata.org/entity/Q1845148,Zemba,22000
http://www.wikidata.org/entity/Q36452,Nenets,21926
http://www.wikidata.org/entity/Q2820163,Abaknon,21400
http://www.wikidata.org/entity/Q1990659,Kajtak language,21000
http://www.wikidata.org/entity/Q37011,Zo,20900
http://www.wikidata.org/entity/Q36239,New Zealand Sign Language,20200
http://www.wikidata.org/entity/Q1262143,Juba Arabic,20000
http://www.wikidata.org/entity/Q2784033,Deyah language,20000
http://www.wikidata.org/entity/Q3503403,Sula,20000
http://www.wikidata.org/entity/Q3512690,Taba language,20000
http://www.wikidata.org/entity/Q3914879,Kamo,20000
http://www.wikidata.org/entity/Q3915785,Nguồn language,20000
http://www.wikidata.org/entity/Q6488691,Larantuka Malay,20000
http://www.wikidata.org/entity/Q6899857,Moni,20000
http://www.wikidata.org/entity/Q7599417,Andaman Creole Hindi,20000
http://www.wikidata.org/entity/Q33295,Fijian,20000
http://www.wikidata.org/entity/Q33856,Papiamento,20000
http://www.wikidata.org/entity/Q33947,Northern Sami,20000
http://www.wikidata.org/entity/Q34849,Andi,20000
http://www.wikidata.org/entity/Q35110,Bube,20000
http://www.wikidata.org/entity/Q35679,Konda language,20000
http://www.wikidata.org/entity/Q56811,Kanakuru language,20000
http://www.wikidata.org/entity/Q3913357,Uneme,19800
http://www.wikidata.org/entity/Q3304803,Mekeo,19000
http://www.wikidata.org/entity/Q7692927,Tecóatl Mazatec,18900
http://www.wikidata.org/entity/Q56893,Kibet,18500
http://www.wikidata.org/entity/Q35299,Dowayo language,18000
http://www.wikidata.org/entity/Q36745,Cook Islands Maori,17500
http://www.wikidata.org/entity/Q33776,Palauan,17000
http://www.wikidata.org/entity/Q21117,Central Alaskan Yup'ik,16900
http://www.wikidata.org/entity/Q3915212,Kami language,16400
http://www.wikidata.org/entity/Q36612,Sherpa,16012
http://www.wikidata.org/entity/Q34075,Maore dialect,15200
http://www.wikidata.org/entity/Q3514481,Angguruk Yali,15000
http://www.wikidata.org/entity/Q7675751,Tai Dón,15000
http://www.wikidata.org/entity/Q13330,Mirandese,15000
http://www.wikidata.org/entity/Q33225,Finnish Sign Language,15000
http://www.wikidata.org/entity/Q34067,Svan,15000
http://www.wikidata.org/entity/Q35568,Landoma,15000
http://www.wikidata.org/entity/Q36763,Tuamotuan,15000
http://www.wikidata.org/entity/Q36375,Puguli language,14300
http://www.wikidata.org/entity/Q11059,Sanskrit,14135
http://www.wikidata.org/entity/Q34862,Bangolan,14000
http://www.wikidata.org/entity/Q7495,Aari,13300
http://www.wikidata.org/entity/Q3196527,Kikai,13100
http://www.wikidata.org/entity/Q3915502,Khamti,13000
http://www.wikidata.org/entity/Q34055,Tuvaluan,13000
http://www.wikidata.org/entity/Q7502,Abanyom,12500
http://www.wikidata.org/entity/Q34033,Tsez,12467
http://www.wikidata.org/entity/Q12175,Manx,12350
http://www.wikidata.org/entity/Q16564526,Kwandi,12100
http://www.wikidata.org/entity/Q3441324,Mburku,12000
http://www.wikidata.org/entity/Q3447258,Sawai,12000
http://www.wikidata.org/entity/Q3542085,Tungag,12000
http://www.wikidata.org/entity/Q4914533,Bintauna,12000
http://www.wikidata.org/entity/Q11732704,Q11732704,12000
http://www.wikidata.org/entity/Q34247,Yaghnobi,12000
http://www.wikidata.org/entity/Q6558753,Lisela,11900
http://www.wikidata.org/entity/Q34196,Waigali,11500
http://www.wikidata.org/entity/Q56301,Ɗuwai language,11400
http://www.wikidata.org/entity/Q4914533,Bintauna,11200
http://www.wikidata.org/entity/Q27692,Chipewyan,11130
http://www.wikidata.org/entity/Q3438747,Kushi,11000
http://www.wikidata.org/entity/Q13351,Innu-aimun,11000
http://www.wikidata.org/entity/Q33390,Cree,10875
http://www.wikidata.org/entity/Q6393217,Kepo',10600
http://www.wikidata.org/entity/Q7144242,Patani,10600
http://www.wikidata.org/entity/Q24265597,Elnama language,10008
http://www.wikidata.org/entity/Q713643,Karanga,10000
http://www.wikidata.org/entity/Q1185127,Louisiana Creole,10000
http://www.wikidata.org/entity/Q2196866,Palu'e,10000
http://www.wikidata.org/entity/Q2319877,Hawu,10000
http://www.wikidata.org/entity/Q2840988,Northern Amami Ōshima,10000
http://www.wikidata.org/entity/Q2984540,Laura,10000
http://www.wikidata.org/entity/Q3572020,Yawa,10000
http://www.wikidata.org/entity/Q6441341,Kubu,10000
http://www.wikidata.org/entity/Q7572120,So’a,10000
http://www.wikidata.org/entity/Q11003439,Dendi language,10000
http://www.wikidata.org/entity/Q11044290,Q11044290,10000
http://www.wikidata.org/entity/Q85132032,Q85132032,10000
http://www.wikidata.org/entity/Q8765,Aragonese,10000
http://www.wikidata.org/entity/Q33295,Fijian,10000
http://www.wikidata.org/entity/Q33790,Niuean,10000
http://www.wikidata.org/entity/Q35452,Bislama,10000
http://www.wikidata.org/entity/Q56611,Carib,10000
http://www.wikidata.org/entity/Q35586,Krobu,9920
http://www.wikidata.org/entity/Q10188,Zuni,9650
http://www.wikidata.org/entity/Q56633,Macushi,9600
http://www.wikidata.org/entity/Q33563,Khanty,9584
http://www.wikidata.org/entity/Q12952582,Lahta,9550
http://www.wikidata.org/entity/Q3542085,Tungag,9500
http://www.wikidata.org/entity/Q33894,Gawar-Bati,9500
http://www.wikidata.org/entity/Q14352960,Zayein,9300
http://www.wikidata.org/entity/Q13307,Nauruan,9300
http://www.wikidata.org/entity/Q32979,Choctaw,9200
http://www.wikidata.org/entity/Q7928151,Vidunda,9000
http://www.wikidata.org/entity/Q35463,Ghotuo,9000
http://www.wikidata.org/entity/Q36754,Rotuman,9000
http://www.wikidata.org/entity/Q63213931,Hunjara-Kaina Ke language,8770
http://www.wikidata.org/entity/Q13321,Mi'kmaq,8270
http://www.wikidata.org/entity/Q3441315,Pa'a,8000
http://www.wikidata.org/entity/Q6359001,Kamoro language,8000
http://www.wikidata.org/entity/Q63257089,Kalaktang Monpa language,8000
http://www.wikidata.org/entity/Q33464,Kosraean,8000
http://www.wikidata.org/entity/Q34333,Nheengatu,8000
http://www.wikidata.org/entity/Q3515594,West Tarangan,7910
http://www.wikidata.org/entity/Q2669188,Apma,7800
http://www.wikidata.org/entity/Q36013,Mursi,7500
http://www.wikidata.org/entity/Q56286,Diri,7200
http://www.wikidata.org/entity/Q3101212,Kayapo language,7100
http://www.wikidata.org/entity/Q2877785,Babatana,7070
http://www.wikidata.org/entity/Q5529130,Gazi,7030
http://www.wikidata.org/entity/Q33030,Bashkardi,7030
http://www.wikidata.org/entity/Q746723,Munduruku language,7000
http://www.wikidata.org/entity/Q2478745,ǂKxʼauǁʼein,7000
http://www.wikidata.org/entity/Q3775037,Western Bolivian Guaraní,7000
http://www.wikidata.org/entity/Q6763970,Marind,7000
http://www.wikidata.org/entity/Q29960,Even,7000
http://www.wikidata.org/entity/Q56421,Hopi,6780
http://www.wikidata.org/entity/Q36860,Tindi,6693
http://www.wikidata.org/entity/Q15649021,Eastern Keres,6680
http://www.wikidata.org/entity/Q3450812,Yipma language,6600
http://www.wikidata.org/entity/Q3913381,Mala,6600
http://www.wikidata.org/entity/Q27927,Äynu,6570
http://www.wikidata.org/entity/Q56590,Atikamekw,6160
http://www.wikidata.org/entity/Q34179,Yidgha,6150
http://www.wikidata.org/entity/Q11059,Sanskrit,6106
http://www.wikidata.org/entity/Q3446631,Bangwinji,6000
http://www.wikidata.org/entity/Q3446643,Awak,6000
http://www.wikidata.org/entity/Q6393217,Kepo',6000
http://www.wikidata.org/entity/Q7812881,Todrah,6000
http://www.wikidata.org/entity/Q14916885,Lewotobi,6000
http://www.wikidata.org/entity/Q33054,Bezhta,6000
http://www.wikidata.org/entity/Q33781,Marquesan language,6000
http://www.wikidata.org/entity/Q56636,Karata,6000
http://www.wikidata.org/entity/Q28427,Carolinian,5700
http://www.wikidata.org/entity/Q56528,Sekele,5600
http://www.wikidata.org/entity/Q27183,Inupiat,5580
http://www.wikidata.org/entity/Q56421,Hopi,5264
http://www.wikidata.org/entity/Q33170,Chukchi,5100
http://www.wikidata.org/entity/Q3440492,Piya language,5000
http://www.wikidata.org/entity/Q6907057,Moo,5000
http://www.wikidata.org/entity/Q7311570,Rembong,5000
http://www.wikidata.org/entity/Q11137618,Gbayi,5000
http://www.wikidata.org/entity/Q12473454,Eastern Ngad'a language,5000
http://www.wikidata.org/entity/Q13358,Megleno-Romanian,5000
http://www.wikidata.org/entity/Q33060,Blackfoot,5000
http://www.wikidata.org/entity/Q35263,Duupa,5000
http://www.wikidata.org/entity/Q36746,Rapa Nui,5000
http://www.wikidata.org/entity/Q36753,Nyingwom,5000
http://www.wikidata.org/entity/Q3041711,Dusun Malang,4500
http://www.wikidata.org/entity/Q3502030,Barakai,4450
http://www.wikidata.org/entity/Q56473,Lishán Didán,4378
http://www.wikidata.org/entity/Q523014,Muscogee,4300
http://www.wikidata.org/entity/Q3291159,Abadi,4300
http://www.wikidata.org/entity/Q2967709,Chut,4279
http://www.wikidata.org/entity/Q2748259,Pilagá,4000
http://www.wikidata.org/entity/Q2982063,Pitjantjatjara,4000
http://www.wikidata.org/entity/Q7402721,Sak,4000
http://www.wikidata.org/entity/Q12473464,Rongga,4000
http://www.wikidata.org/entity/Q28671271,Zul,4000
http://www.wikidata.org/entity/Q33947,Northern Sami,4000
http://www.wikidata.org/entity/Q3504186,Babalia Creole Arabic,3900
http://www.wikidata.org/entity/Q56317,Bhujel,3900
http://www.wikidata.org/entity/Q3438729,Siri,3800
http://www.wikidata.org/entity/Q12952969,Nubri,3776
http://www.wikidata.org/entity/Q33639,Munji,3770
http://www.wikidata.org/entity/Q2089984,Suki,3500
http://www.wikidata.org/entity/Q3305008,Mele-Fila,3500
http://www.wikidata.org/entity/Q36199,Koryak,3500
http://www.wikidata.org/entity/Q33259,Bats,3420
http://www.wikidata.org/entity/Q962392,Desano,3400
http://www.wikidata.org/entity/Q36682,Tikopia,3324
http://www.wikidata.org/entity/Q34097,Tokelauan,3300
http://www.wikidata.org/entity/Q6382179,Hula,3240
http://www.wikidata.org/entity/Q4849796,Balaesang,3200
http://www.wikidata.org/entity/Q1207611,Crow,3000
http://www.wikidata.org/entity/Q2196866,Palu'e,3000
http://www.wikidata.org/entity/Q3027906,Mocoví,3000
http://www.wikidata.org/entity/Q3398276,Adang,3000
http://www.wikidata.org/entity/Q3436621,Abellen language,3000
http://www.wikidata.org/entity/Q3436645,Aghu,3000
http://www.wikidata.org/entity/Q6966574,Nasal,3000
http://www.wikidata.org/entity/Q36533,Teribe,3000
http://www.wikidata.org/entity/Q56657,Abun,3000
http://www.wikidata.org/entity/Q33503,Mono,2940
http://www.wikidata.org/entity/Q3095108,Gane,2900
http://www.wikidata.org/entity/Q7448845,Seluwasan,2839
http://www.wikidata.org/entity/Q34139,Shor,2839
http://www.wikidata.org/entity/Q36665,Palenquero,2788
http://www.wikidata.org/entity/Q6426967,Kola,2750
http://www.wikidata.org/entity/Q11017443,Mbangi,2750
http://www.wikidata.org/entity/Q3033554,Bugan,2700
http://www.wikidata.org/entity/Q4670715,Abu’ Arapesh,2560
http://www.wikidata.org/entity/Q2927952,Buli language,2524
http://www.wikidata.org/entity/Q1639998,Warlpiri,2507
http://www.wikidata.org/entity/Q2655664,Arawak,2500
http://www.wikidata.org/entity/Q3440464,Kholok,2500
http://www.wikidata.org/entity/Q8050301,Yatzachi Zapotec,2500
http://www.wikidata.org/entity/Q33256,Bartangi,2500
http://www.wikidata.org/entity/Q33265,Cheyenne,2400
http://www.wikidata.org/entity/Q7398693,Safeyoka,2390
http://www.wikidata.org/entity/Q12175,Manx,2382
http://www.wikidata.org/entity/Q3441365,Zirenkel language,2240
http://www.wikidata.org/entity/Q11059,Sanskrit,2212
http://www.wikidata.org/entity/Q2669169,Kristang,2200
http://www.wikidata.org/entity/Q36837,West Uvean,2200
http://www.wikidata.org/entity/Q10974017,Huarijio language,2136
http://www.wikidata.org/entity/Q7448845,Seluwasan,2100
http://www.wikidata.org/entity/Q13343,Moksha,2025
http://www.wikidata.org/entity/Q3438708,Kariya,2000
http://www.wikidata.org/entity/Q3438799,Ciwogai,2000
http://www.wikidata.org/entity/Q6370196,Karey,2000
http://www.wikidata.org/entity/Q12952596,Western Kayah,2000
http://www.wikidata.org/entity/Q33904,Nihali,2000
http://www.wikidata.org/entity/Q56252,Zumbun,2000
http://www.wikidata.org/entity/Q56322,Lule Sami,2000
http://www.wikidata.org/entity/Q12175,Manx,1823
http://www.wikidata.org/entity/Q2840986,Southern Amami Ōshima language,1800
http://www.wikidata.org/entity/Q3504312,Paresí,1800
http://www.wikidata.org/entity/Q27993,Central Siberian Yupik,1800
http://www.wikidata.org/entity/Q770547,Lavukaleve,1783
http://www.wikidata.org/entity/Q56425,Khwarshi,1740
http://www.wikidata.org/entity/Q2523999,Karipúna Creole French language,1726
http://www.wikidata.org/entity/Q1406574,Gunwinggu,1702
http://www.wikidata.org/entity/Q2669254,Cofán,1700
http://www.wikidata.org/entity/Q8047298,Yalahatan,1700
http://www.wikidata.org/entity/Q33947,Northern Sami,1700
http://www.wikidata.org/entity/Q758570,Waorani,1650
http://www.wikidata.org/entity/Q32747,Veps,1640
http://www.wikidata.org/entity/Q18168288,Kadiweu,1590
http://www.wikidata.org/entity/Q6356317,Kamberau,1570
http://www.wikidata.org/entity/Q12175,Manx,1527
http://www.wikidata.org/entity/Q1656014,Tiwi,1500
http://www.wikidata.org/entity/Q3130301,Penrhyn,1500
http://www.wikidata.org/entity/Q3196221,Estonian Sign Language,1500
http://www.wikidata.org/entity/Q3514498,Taliabu,1500
http://www.wikidata.org/entity/Q12952538,Kagate,1500
http://www.wikidata.org/entity/Q33295,Fijian,1500
http://www.wikidata.org/entity/Q33419,Ishkashimi,1500
http://www.wikidata.org/entity/Q56688,Alamblak,1500
http://www.wikidata.org/entity/Q56638,Bagvalal,1450
http://www.wikidata.org/entity/Q6360672,Kanashi,1400
http://www.wikidata.org/entity/Q2410352,Kei,1360
http://www.wikidata.org/entity/Q2669214,Ambelau,1347
http://www.wikidata.org/entity/Q1186896,Pipil,1300
http://www.wikidata.org/entity/Q2714654,Enindhilyagwa language,1283
http://www.wikidata.org/entity/Q24265571,Makian Luar language,1218
http://www.wikidata.org/entity/Q2410352,Kei,1200
http://www.wikidata.org/entity/Q29277,Are,1200
http://www.wikidata.org/entity/Q57333741,Sukurum,1160
http://www.wikidata.org/entity/Q2976736,Vaeakau-Taumako language,1142
http://www.wikidata.org/entity/Q4998124,Burarra,1070
http://www.wikidata.org/entity/Q56738,Oirata,1049
http://www.wikidata.org/entity/Q34008,Selkup,1023
http://www.wikidata.org/entity/Q14916905,Serua,1013
